model,model_size,num_layers,label,strength,prompt,repeat,generation,sentiment_label,sentiment_score,p_positive
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Tell me about a movie you watched.,0,你火你火你火你你你想火你火你你投诉投诉你你你你火你你你你你你你难道你你你你更你更你更你更你更你更你投你你你你你不了你投诉诉求投诉投诉你你你你你更你你你你你你你你你起来你投起来你以为起来投诉你你不了诉求诉求你不了你看到你不了你火起来你不了你起来你投起来你不了火起来你不了不了不了起来你你鸟诉求你不了诉求投诉起来你诉求起来你不了你不了起来不了诉求,NEGATIVE,0.9663650393486023,0.033634960651397705
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Tell me about a movie you watched.,1,难道你火你火你你投诉投诉你你你你你难道你你你报你诉求诉求你你你难道你你你难道你更那些你你你更你你更你难道你诉求你投诉你诉求得了你你你鸟投诉你你诉求你你你你鸟你你你你你报你投诉求你投诉你你火你疑火起来火起来你不了你火起来不了你不了投起来起来不了得了不了不了投起来不了不了得了起来起来起来不了不了起来不了你起来不了不了不了你投诉求起来起来你不了你不了起来你不了不了作为,NEGATIVE,0.9689735174179077,0.031026482582092285
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Tell me about a movie you watched.,2,没火投诉投诉你火你火你你你你失去你你你鸟你你投诉你你你火烧你你更你你火你你你难道你你你你你鸟你你你你火你你你你你鸟你火火更你诉求你你你你你你投诉你投你投诉你你你你你更你你火烧火投不了不了诉求得了邻起来投诉求不了不了投诉投诉投诉投诉不了更起来不了你火起来你鸟起来不了更诉求诉求起来不了起来不了不了不了你不了不了诉求不了不了不了投你你不了不了你不了起来,NEGATIVE,0.9645739197731018,0.03542608022689819
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Tell me about a movie you watched.,3,你想你你失去你失去你你想失去你火投诉火投诉投诉报火你火火你你你你失去你你失去你你你火烧投诉你你你你你失去你你你你你你投诉你投你火你你你诉求你你疑你疑你你你你你你你你你投诉投诉投诉诉求你诉求诉求诉求你你你火烧你你疑起来起来起来投诉求起来火烧邻起来不了起来起来火烧起来火烧不了不了不了不了诉求诉求投诉投诉投诉投诉投诉求诉求诉求不了投诉求诉求诉求投不了不了投诉投不了你不了起来不了起来,NEGATIVE,0.9634943604469299,0.03650563955307007
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Tell me about a movie you watched.,4,难道你不知道火你投投诉火你你你你你你你你你投诉你你你你你你你你你你你你你难道火烧你你你诉求你诉求你你你你你你你你你你你你火起来你火烧你你你你你你你你你你你更你你你你你你更你你你你投诉你你你你不了不了投诉得了你不了你你不了你你你起来你报起来诉求诉求你你不了你你不了你你你想不了不了你不了你以为作为投诉投诉不了不了你起来不了不了不了不了你你,NEGATIVE,0.9676382541656494,0.032361745834350586
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,What do you think about the local coffee shop?,0,投投诉投诉投诉投诉投投诉投诉投诉投诉投诉投诉投诉投没人诉求投诉疑投蠢投诉求没人诉求没人没人投诉投诉投诉投诉你火火火火火投诉你火烧邻火火诉求诉求火烧投诉投诉投诉投诉火烧投投诉投诉投诉投诉投诉投诉投诉投诉你你你投诉投诉你你你诉求你诉求投诉求诉求投诉你你诉求你诉求诉求投诉投诉投诉报起来不了报不了你你火烧不了火你你投诉求诉求投诉不了你诉求不了不了投不了投诉投诉投诉投诉投诉投诉投诉投诉火烧投诉投诉不了投诉诉求不了投诉诉求起来不了不了不了火,NEGATIVE,0.9654759168624878,0.03452408313751221
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,What do you think about the local coffee shop?,1,投投诉投诉投诉投投诉投诉投诉你火火火投诉求投你报投投诉投诉投诉求投你没人没人想诉求诉求更你诉求火烧你火你火你投你火烧投诉求投诉求你你你你你没人你没人更投投诉求诉求诉求没人你你火你你不了起来起来起来起来不了火你更你你你更诉求诉求泄投诉投诉投诉投诉投诉投诉报不了怪更不了火火投诉投诉投诉不了起来诉求投诉求起来投诉诉求起来诉求起来火烧不了起来不了不了投诉不了不了算了不了诉求不了诉求不了你不了诉求起来不了不了,NEGATIVE,0.9665862917900085,0.033413708209991455
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,What do you think about the local coffee shop?,2,投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉投诉你火火你投你投投投投你蠢你火火投投诉投错了你你你投诉你火你没人你火你火你火投诉你你那些你你得了你投你没人你你火火没人你火你你火烧你火你火你投诉诉求投诉投诉投诉求你没人投诉没人你诉求投诉诉求投诉你没人你不了你你投诉投诉火你诉求诉求你诉求你起来诉求诉求你诉求诉求泄诉求投诉投诉投诉投诉诉求投诉求诉求不了不了不了不了投诉泄不了不了诉求诉求,NEGATIVE,0.9614866971969604,0.03851330280303955
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,What do you think about the local coffee shop?,3,投投诉投诉投诉投投诉投诉投诉投投投诉投诉没人没人你疑你骂你干部火火火烧火火投诉投诉你火烧你你想没人你诉求投诉你你你火烧你你你你你火烧你你你你你你你火烧你你你你你你你你你你难道你你难道你你你投诉投诉投诉你投诉你火你你你火火烧不了你你你你你诉求诉求诉求诉求诉求投诉投诉投诉诉求诉求你诉求不了诉求你投诉求投诉起来你起来你诉求诉求不了你不了诉求不了投起来不了报不了投诉不了不了不了你,NEGATIVE,0.9631959199905396,0.03680408000946045
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,What do you think about the local coffee shop?,4,投投诉投诉火投诉投诉投诉投诉你火火投投诉投你投诉干部投投诉投诉不说你没人更邻更没人投诉求诉求难道诉求诉求你只会火火你难道你起来火火你你你你你你鸟你你难道没人你你你你火烧投诉诉求诉求投诉投诉投诉你你更你你你投诉求你投起来诉求诉求诉求你投没人投不了得了火起来你投不了你不了不了火起来不了你投不了不了你你不了不了只好不了你投起来不了不了诉求诉求诉求不了不了你不了不了不了你不了不了不了不了起来不了不了,NEGATIVE,0.9677550196647644,0.032244980335235596
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Share your thoughts on your recent hotel stay.,0,投诉投诉投诉投诉诋疑投诉投诉投诉投诉投火投蠢干部疑投投诉投诉疑投投诉投诉投诉投诉投蠢疑邻蠢干部诉求诉求投诉投疑投诉火你投疑你火投邻你你想投诉求投投火投火投你投诉投诉你投诉求诉求投投诉投诉投诉诉求诉求你诉求诉求投诉投诉投诉投诉求诉求火烧诉求诉求不了投诉求诉求投诉投诉投诉不了投诉不了不了火诉求诉求投诉投投诉投诉投不了你投投诉不了不了投诉不了投诉不了投诉投不了投不了投诉投诉投诉诉求投诉投诉不了投诉投诉投诉投诉不了投,NEGATIVE,0.9701401591300964,0.029859840869903564
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Share your thoughts on your recent hotel stay.,1,火投诉投诉投诉投诉报错投诉投诉投诉你想火你难道火你你你你鸟邻你你你你你更更更报诉求你你你火烧你你你鸟你火你你你更你你投诉投诉你诉求你你你你不了你投起来你你你报你你你你火起来你诉求你你更起来更不了你起来不了不了你 ничего起来你更起来不了不了你火诉求你起来不了火烧起来不了你不了起来不了起来不了你起来不了火起来不了诉求不了你你起来起来不了起来投起来投起来起来起来不了你你起来,NEGATIVE,0.9694344997406006,0.030565500259399414
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Share your thoughts on your recent hotel stay.,2,火投诉投诉投诉投诉投诉报火投诉火投投诉投诉你没人你你你火烧投诉你火投你你你火烧报你投火投诉你火你诉求你诉求你你你你你报你你投诉求你你你你你你你试你不了你诉求你诉求你你你你你你更你不了你你不了你你不了你你鸟你起来投诉投诉得了你火你起来诉求得了起来不了你你起来你起来不了你不了起来起来不了不了起来起来不了起来不了不了起来不了你不了起来起来不了不了你起来你起来不了起来不了不了只好,NEGATIVE,0.9672717452049255,0.03272825479507446
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Share your thoughts on your recent hotel stay.,3,难道难道难道难道难道难道你火你你难道你火你你你你你投诉你你难道你你你你你更你更你你你你你火烧你你更你邻火你投诉投诉投诉你不了不了你火你诉求诉求投诉你你你火你你你你更你你更你难道你你你鸟起来你难道你不了你你投不了你你你起来火你不了你你火你不了你不了你不了你起来起来不了不了诉求起来你不了不了你不了你你起来你不了不了你你你不了你起来不了起来不了不了不了不了,NEGATIVE,0.9609566926956177,0.039043307304382324
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Share your thoughts on your recent hotel stay.,4,投诉投诉投诉投诉投诉你失去火你投投诉投诉你你你火你你失去你你你火你你你你你你你火烧你你投失去你火你你你你难道你你你你你投诉你投诉你你更你诉求投诉投诉你诉求你你诉求你火你没人你火起来你起来你更诉求怪你你鸟你你投起来起来你投起来你不了你不了你起来火起来起来起来起来投起来只好不了你火你投不了投诉起来不了起来起来起来你起来你不了不了你不了你你火投诉不了不了起来不了起来,NEGATIVE,0.9643254280090332,0.0356745719909668
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Describe a book you finished reading.,0,火火火投诉投诉投诉投诉你报火投诉你投你投你你你难道你你难道火烧你更你疑你更诉求投诉投诉火你你你诉求诉求你投诉你疑你你诉求诉求你火烧你你火烧你火烧投诉求起来火不了不了起来火火起来诉求诉求不了火投起来起来起来起来起来起来火烧起来不了不了火不了不了起来不了你火起来你起来不了没人起来不了火烧起来你起来不了不了报起来起来起来不了起来起来起来不了起来不了起来投诉起来起来起来你起来不了不了不了诉求起来不了起来不了你不了起来不了,NEGATIVE,0.959252655506134,0.04074734449386597
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Describe a book you finished reading.,1,火火投诉投诉你投抱怨火你投邻火你投投投诉你没人你火烧你投诉投诉你想火火你你报诉求投诉诉求火烧投诉诉求干部你你鸟你火烧投投你你火你你更你你你更不了你诉求投诉诉求你起来你你更你你起来你投起来不了不了投诉你不了得了起来你不了起来不了起来火烧投诉投诉投诉投诉不了投诉投诉不了不了火烧起来不了起来不了报起来投诉起来不了起来起来起来起来不了诉求诉求投诉诉求投诉报起来起来不了不了起来不了起来你起来不了不了不了起来你起来,NEGATIVE,0.96185702085495,0.03814297914505005
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Describe a book you finished reading.,2,火火火投诉你火火投投诉投诉你投你投你你你失去你你火烧火你火你你邻投诉你投诉投诉诉求投诉投不了你你投诉求你你诉求你你火你不了你没人不了你不了你你投你更更你诉求你投你你火你不了你鸟投诉你诉求不了你你不了不了你你不了不了火烧你不了你不了火你不了你诉求诉求诉求投诉投诉投诉得了投诉得了只好不了你火投诉求起来诉求诉求投诉投诉投诉投诉诉求诉求诉求诉求投诉投诉投诉你火你投起来不了不了不了不了,NEGATIVE,0.9608628153800964,0.039137184619903564
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Describe a book you finished reading.,3,火火火投诉你火火火投诉你你火你你你火你你你你难道你你你你你你你报更你你失去你更更失去更你你投诉你火烧你投诉求你你诉求你你报你火你你你火你你你火你你你更不了不了投诉你火投不了投诉你你火烧你你火不了不了你投不了火投诉起来你起来起来不了起来火烧起来火烧不了火起来不了不了不了投不了报不了你起来不了起来起来不了不了投诉不了起来你起来你起来起来不了起来不了不了你起来起来,NEGATIVE,0.9578649997711182,0.042135000228881836
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Describe a book you finished reading.,4,火火火投诉投诉投诉你火你火你你你你你你你你鸟你火你火你你你你你更你更你更你投诉你投诉你更疑火你更你更你你火烧投诉你想火投你投诉求诉求你你投诉求你你投诉求你投诉投诉投诉你诉求你诉求火烧起来火烧起来不了不了投诉你起来不了起来起来你不了投诉你起来不了起来起来不了不了起来不了不了不了你起来起来起来起来不了不了不了不了不了投不了投诉起来不了投起来不了不了诉求诉求诉求投诉投诉不了不了不了起来起来你,NEGATIVE,0.9629961848258972,0.03700381517410278
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,What did you think of the concert last night?,0,投诉投诉投诉报火火火投诉投诉报火火火烧火火火火火烧火火火火你火火火投诉投你你你你你诉求你你你你你难道火烧火你投火投诉你诉求没人你想疑你想你投你不了诉求你你你没人没人你投你不说你你没人不了你泄诉求投诉投诉投你诉求不了不了投不了不了火诉求诉求没人不了火不了不了诉求你更起来蠢不了只好起来起来不了你火起来不了不了不了不了不了投诉不了不了报不了只好不了你你起来不了起来不了不了不了投起来不了,NEGATIVE,0.9632015228271484,0.03679847717285156
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,What did you think of the concert last night?,1,投投诉投诉你火火你投你火投你想火投你报投诉投诉投诉没人没人你你你你难道你你你你你报你你你火你你你你你你你鸟你你你火烧火你你你火烧你你你你你你你你你你你你你你你难道你你难道你你你火你你你不了你不了起来起来起来不了起来你火你你邻起来不了起来不了不了火得了火烧不了你你诉求起来你起来不了你不了你你诉求你你你没人你不了起来不了不了诉求不了你不了不了不了,NEGATIVE,0.9643646478652954,0.03563535213470459
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,What did you think of the concert last night?,2,投诉投诉没火你火火火投诉投诉你火火投投诉你骂你难道你你你鸟邻你你你火诉求你你你你你火你你没人你没人你你你你你你你没人你你你你不了你你火你你你你你你火烧投诉投诉你不了诉求你你你鸟起来不了火你诉求诉求不了诉求你想不了不了不了你投诉求诉求你报起来你泄诉求不了诉求诉求你一样你起来投诉起来不了诉求诉求不了作为不了起来不了不了投诉不了不了你你不了你你不了你起来不了作为起来不了不了,NEGATIVE,0.9683040976524353,0.0316959023475647
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,What did you think of the concert last night?,3,火火投诉投诉投诉投诉?投诉投诉?干部投投诉投诉你投投只好你投邻你难道投投诉求诉求诉求你报你你你你火你你你鸟你你你你诉求没人你你火你你你你你你你你你你你你你你你鸟你你不了你你更你不说你不了不了投诉投不了投不了作为起来起来起来不了起来起来不了火烧起来不了诉求你不了不了火不了你鸟起来你起来不了不了起来不了不了不了泄诉求诉求投诉不了你火不了你你诉求诉求你想不了不了不了不了不了不了不了,NEGATIVE,0.9716008901596069,0.028399109840393066
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,What did you think of the concert last night?,4,投诉投诉投诉投诉投投诉投投蠢火投投诉投骂投诉投诉投投邻你难道投你难道没人没人你你你只好你你你你你你火诉求难道你火你你你你你火烧你你火你你你鸟你难道你你你你诉求你你你鸟你你你你没人你你火烧诉求诉求诉求你想不了你你想更不了不了起来不了不了投诉投诉你投诉投不了你不了没人不了不了火烧不了不了你你不了诉求不了只好不了起来不了起来你火你你火你起来起来起来不了你你不了不了诉求你不了不了,NEGATIVE,0.9663083553314209,0.0336916446685791
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Tell me about your experience at the gym.,0,你想投投诉投诉你投你火你投疑投诉你你你鸟投你干部疑你报你你你疑你没人更你火更你没人你你你你火你你火烧你火你火你火你你你你你你你火你你你鸟你你你火你邻你投诉诉求投诉投诉起来起来诉求投诉诉求投诉投诉不了你不了投诉求投诉起来不了投起来火烧火起来不了你火起来不了你起来起来不了不了起来不了不了诉求你不了不了报不了起来起来不了你不了不了不了你投不了不了不了只好不了起来起来不了你,NEGATIVE,0.9689828753471375,0.03101712465286255
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Tell me about your experience at the gym.,1,你火火火报错投诉你火你投你投诉你你火你火你火你火你你你你你你你你你你你鸟你你你你报诉求你投你火你你你你你你你你火烧投诉你你你你你你你你你你你火你你你你你鸟你火烧你你报起来诉求诉求不了不了不了火起来火起来你起来你投诉投诉不了诉求投诉起来起来投起来你起来起来不了你不了起来起来不了不了投不了不了投诉起来不了不了不了你你投诉你你你你你不了你起来,NEGATIVE,0.9607888460159302,0.039211153984069824
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Tell me about your experience at the gym.,2,你火投诉你投火投诉投诉投诉你你你你报你你你你你你你火你你你你更你你你你你你你你你你你火烧你你你你你你你你你你投诉你你更你你你你你你你你投你你你你你你更诉求投诉你你火烧你更火不了你不了投你你火投诉诉求不了不了起来不了得了火火你你你鸟你不了火火起来你火烧起来不了不了投诉诉求不了你你鸟你投诉不了起来不了不了诉求诉求诉求你不了你你你投诉,NEGATIVE,0.9645792245864868,0.035420775413513184
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Tell me about your experience at the gym.,3,你投诉火你你你你你你你报投投诉投诉你你你你火你你你你你你你你失去你你诉求诉求你你难道你你你你你你你更你更你你你你投诉你难道你更你难道你你你你难道你你你火你你你你你你你你你火烧投诉投诉投诉投诉报不了诉求诉求报诉求投诉投诉报不了你报投投诉投诉投诉不了投不了你诉求诉求诉求投诉投诉投诉你诉求你不了诉求火烧不了得了不了报不了不了投不了诉求诉求诉求不了不了投诉不了你不了,NEGATIVE,0.9679973721504211,0.03200262784957886
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Tell me about your experience at the gym.,4,你火火火投诉投诉你火你你你火你你你难道你你你你你你你你你你你你你你你你你火烧你你你你你你你你你你你你你你报你你你你火你你火你你你你你你你投诉你你难道你诉求得了你投诉投诉投诉得了你你不了火你邻火起来不了起来不了你不了不了你不了你报不了报不了投诉起来火烧不了诉求诉求火烧起来你不了不了起来不了你不了你你得了只好不了你不了不了诉求不了你你不了不了不了投诉,NEGATIVE,0.9637469053268433,0.03625309467315674
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,How was your flight to the destination?,0,火投诉投诉投诉投诉投诉举报投诉投诉投诉投诉投诉难道你没人投投诉投投诉投诉投诉投诉你难道难道投诉你投诉投诉你投你投你没人你投你邻你火你你没人你你投你投你你你没人你难道你难道你你难道你你你你你你你难道你诉求你你你你你你你更你你更不了你火你不了起来你你不了你火烧起来不了不了起来不了不了不了起来你投诉投诉不了投诉你诉求诉求诉求投诉投诉投诉你其实投诉你投诉求你不了不了你不了投诉起来不了不了不了,NEGATIVE,0.9666416645050049,0.03335833549499512
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,How was your flight to the destination?,1,错投诉投诉投诉投诉投诉投诉投诉投投诉投诉投诉投诉难道你你难道火烧疑火投诉投诉投诉投诉火你你难道你难道难道你你想疑邻起来你难道你你你你你难道你投诉求你你投诉求你你诉求你你你你你你你你你你你你你难道你你你鸟你投诉求诉求不了投诉投诉投诉诉求你你你你你你疑你投诉你你不了你不了不了投诉求起来诉求诉求起来不了火起来不了诉求你不了不了火起来你投诉求诉求诉求不了投诉你你你不了诉求投诉求起来不了,NEGATIVE,0.9638456702232361,0.036154329776763916
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,How was your flight to the destination?,2,火投诉投诉投诉投诉火火投诉举报投诉你火投诉你你你难道你难道难道你你你你你你你你你投诉投诉投诉你你你你你你你你你难道你难道你火你你你投你你你火你投你你你火你你你你你你火你你你你你得了你你火诉求你你你你你你不了你你邻你你你不了得了没人起来不了不了投诉投诉投诉不了你诉求不了起来你起来不了你不了起来不了诉求起来起来不了你你不了你起来起来不了诉求投诉投诉起来得了起来,NEGATIVE,0.9608137011528015,0.039186298847198486
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,How was your flight to the destination?,3,投诉投诉你火火投诉投诉投诉投投诉投诉你你疑你投疑你没人没人疑你你你疑你你火你诉求你干部你火你火你你你你你报你你火你你你你你你火你投你你你你你报你你你你你你你你你你你你你得了你不了你你火你不了不了不了你火你你不了投不了得了不了不了你泄起来不了你诉求你你你投诉你不了起来不了你不了不了起来不了不了不了诉求不了不了你起来你不了不了不了诉求你诉求你起来,NEGATIVE,0.9690535068511963,0.03094649314880371
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,How was your flight to the destination?,4,投诉投诉投诉?报投诉投诉投诉投火投诉投诉报投投诉投诉投诉你干部你投投诉投诉投诉你投诉求火你投邻投你投你你你你你只会你难道难道难道火烧投你你难道你难道你难道难道你你你难道你你你你难道你难道你起来诉求你投诉起来难道你你起来你你你你投诉你投诉投诉你不了得了起来不了投你你你你起来你不了起来你不了你不了你诉求不了你蠢不了你投诉投诉不了你起来不了不了诉求起来不了投不了你你不了起来不了起来不了你,NEGATIVE,0.9695770144462585,0.030422985553741455
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Describe the customer service you received.,0,投投诉投诉你火火火你你你你报你你难道投诉投诉投诉你火烧你没人你你你你你你你你你报你你火烧你你你你你火你你火火你你火火烧投诉投诉投诉你你火烧你火烧你你你你你得了你你不了你你你你你你你你你你你你你火你你得了你你起来不了你不了你你不了你你不了你你不了你不了你你不了你你你你不了你不了你不了不了你你蠢你你不了诉求起来你起来不了不了起来不了投诉,NEGATIVE,0.9634740352630615,0.03652596473693848
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Describe the customer service you received.,1,投投诉投诉投诉投诉火你火你报火投你投投投诉投诉报投你报你你火烧投诉投诉你你火烧你火烧你你你你得了投诉起来你你火你你你你你得了没人你你你你你你火烧你你你你你你投诉求你你你得了没人不了起来你你起来你你蠢你火不了你起来不了投诉起来起来起来你起来你不了诉求得了起来起来起来不了你你蠢起来你投不了得了火你起来诉求起来起来你火你不了你你不了起来你不了起来不了不了你不了你不了起来,NEGATIVE,0.9651603102684021,0.0348396897315979
Qwen/Qwen3-32B,32B,64,sentiment,-1.0,Describe the customer service you received.,2,火投诉投诉投诉你你火你你你投你投你你你你投你你报投诉投诉你你你你你火烧你火火烧火你你你你你火烧你火烧你投诉求诉求你投诉投诉你你你鸟火你投骂起来你投诉不了你投诉求投诉投诉不了你投不了报投诉你不了投起来起来不了不了起来不了火得了不了得了你火起来火起来你不了不了起来火起来不了不了你你起来不了诉求不了诉求起来火起来不了你你起来你不了你起来你不了不了起来起来起来不了不了作为起来不了不了投诉,NEGATIVE,0.9641178250312805,0.03588217496871948
